snapshot_index,num_nodes,num_edges,up_target,down_target,up_ratio,down_ratio,connectivity,dataset,dataset_path,snapshot_id,total_snapshots
132,721,391090,148,573,0.20527045769764216,0.7947295423023578,0.7533710895361381,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,132,208
133,721,392270,414,307,0.5742024965325936,0.4257975034674064,0.755644167051934,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,133,208
134,721,393736,348,373,0.4826629680998613,0.5173370319001387,0.7584681769147789,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,134,208
135,721,394671,290,431,0.40221914008321774,0.5977808599167822,0.7602693018955154,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,135,208
136,721,391015,358,363,0.49653259361997226,0.5034674063800277,0.7532266142703036,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,136,208
137,721,396571,443,278,0.6144244105409153,0.38557558945908466,0.7639293419633225,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,137,208
138,721,394291,273,448,0.3786407766990291,0.6213592233009708,0.7595372938819541,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,138,208
139,721,400314,326,395,0.4521497919556172,0.5478502080443828,0.7711396208969025,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,139,208
140,721,395981,424,297,0.5880721220527045,0.41192787794729546,0.7627928032054245,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,140,208
141,721,391199,232,489,0.3217753120665742,0.6782246879334257,0.7535810602558175,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,141,208
142,721,394639,119,602,0.1650485436893204,0.8349514563106796,0.7602076591154261,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,142,208
143,721,389479,232,489,0.3217753120665742,0.6782246879334257,0.7502677608260132,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,143,208
144,721,395954,498,223,0.6907073509015257,0.3092926490984743,0.7627407921097241,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,144,208
145,721,400651,408,313,0.565880721220527,0.434119278779473,0.7717887964247188,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,145,208
146,721,394822,329,392,0.4563106796116505,0.5436893203883495,0.7605601787640622,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,146,208
147,721,393371,416,305,0.5769764216366158,0.4230235783633842,0.7577650639543844,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,147,208
148,721,396578,389,332,0.5395284327323162,0.4604715672676838,0.7639428263214671,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,148,208
149,721,391548,490,231,0.6796116504854369,0.3203883495145631,0.7542533518261674,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,149,208
150,721,392372,564,157,0.782246879334258,0.21775312066574204,0.755840653413469,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,150,208
151,721,392897,420,301,0.5825242718446602,0.41747572815533984,0.7568519802743103,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,151,208
152,721,392100,155,566,0.21497919556171982,0.7850208044382802,0.7553166897827092,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,152,208
153,721,391194,491,230,0.680998613037448,0.319001386962552,0.7535714285714286,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,153,208
154,721,392538,214,507,0.29680998613037446,0.7031900138696255,0.7561604253351826,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,154,208
155,721,396533,326,395,0.4521497919556172,0.5478502080443828,0.7638561411619664,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,155,208
156,721,391798,231,490,0.32038834951456313,0.6796116504854368,0.7547349360456157,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,156,208
157,721,391630,622,99,0.8626907073509015,0.13730929264909852,0.7544113114501464,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,157,208
158,721,395477,458,263,0.6352288488210819,0.3647711511789181,0.7618219294190168,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,158,208
159,721,398114,562,159,0.7794729542302358,0.22052704576976423,0.7669016797657574,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,159,208
160,721,393423,66,655,0.09153952843273232,0.9084604715672677,0.7578652334720296,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,160,208
161,721,391918,496,225,0.6879334257975035,0.3120665742024965,0.7549660964709508,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,161,208
162,721,393776,383,338,0.5312066574202496,0.46879334257975036,0.7585452303898906,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,162,208
163,721,392200,252,469,0.34951456310679613,0.6504854368932038,0.7555093234704885,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,163,208
164,721,390521,242,479,0.3356449375866852,0.6643550624133148,0.7522750038526738,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,164,208
165,721,393506,355,366,0.492371705963939,0.507628294036061,0.7580251194328864,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,165,208
166,721,391486,534,187,0.7406380027739251,0.2593619972260749,0.7541339189397441,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,166,208
167,721,391896,325,396,0.4507628294036061,0.5492371705963939,0.7549237170596393,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,167,208
168,721,391530,436,285,0.6047156726768377,0.3952843273231623,0.7542186777623671,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,168,208
169,721,392260,523,198,0.7253814147018031,0.27461858529819694,0.7556249036831562,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,169,208
170,721,392255,217,504,0.30097087378640774,0.6990291262135923,0.7556152719987671,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,170,208
171,721,393310,341,380,0.47295423023578365,0.5270457697642164,0.7576475574048389,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,171,208
172,721,390875,435,286,0.6033287101248266,0.3966712898751734,0.7529569271074126,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,172,208
173,721,392452,372,349,0.5159500693481276,0.4840499306518724,0.7559947603636924,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,173,208
174,721,394322,337,384,0.46740638002773927,0.5325936199722607,0.7595970103251657,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,174,208
175,721,394007,632,89,0.8765603328710125,0.12343966712898746,0.7589902142086609,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,175,208
176,721,395865,188,533,0.260748959778086,0.739251040221914,0.7625693481276006,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,176,208
177,721,397265,230,491,0.31900138696255204,0.6809986130374479,0.765266219756511,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,177,208
178,721,394284,322,399,0.44660194174757284,0.5533980582524272,0.7595238095238095,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,178,208
179,721,393707,340,381,0.47156726768377255,0.5284327323162274,0.7584123131453229,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,179,208
180,721,392913,110,611,0.15256588072122051,0.8474341192787795,0.7568828016643551,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,180,208
181,721,398065,611,110,0.8474341192787794,0.15256588072122057,0.7668072892587455,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,181,208
182,721,392623,343,378,0.47572815533980584,0.5242718446601942,0.7563241639697951,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,182,208
183,721,389619,144,577,0.19972260748959778,0.8002773925104022,0.7505374479889043,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,183,208
184,721,395330,517,204,0.7170596393897365,0.2829403606102635,0.7615387578979812,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,184,208
185,721,391745,475,246,0.6588072122052705,0.3411927877947295,0.7546328401910927,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,185,208
186,721,395762,454,267,0.6296809986130375,0.3703190013869625,0.7623709354291879,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,186,208
187,721,392101,383,338,0.5312066574202496,0.46879334257975036,0.755318616119587,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,187,208
188,721,396893,561,160,0.7780859916782247,0.22191400832177532,0.764549622437972,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,188,208
189,721,390001,517,204,0.7170596393897365,0.2829403606102635,0.7512733086762213,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,189,208
190,721,393805,488,233,0.6768377253814147,0.32316227461858527,0.7586010941593466,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,190,208
191,721,392436,256,465,0.3550624133148405,0.6449375866851594,0.7559639389736477,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,191,208
192,721,398665,135,586,0.18723994452149792,0.812760055478502,0.7679630913854215,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,192,208
193,721,394100,326,395,0.4521497919556172,0.5478502080443828,0.7591693635382956,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,193,208
194,721,389725,398,323,0.5520110957004161,0.44798890429958393,0.7507416396979504,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,194,208
195,721,399916,457,264,0.6338418862690708,0.3661581137309292,0.7703729388195407,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,195,208
196,721,392645,511,210,0.7087378640776699,0.2912621359223301,0.7563665433811065,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,196,208
197,721,395533,364,357,0.5048543689320388,0.49514563106796117,0.7619298042841732,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,197,208
198,721,391476,303,418,0.420249653259362,0.579750346740638,0.7541146555709662,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,198,208
199,721,396840,531,190,0.7364771151178918,0.2635228848821082,0.7644475265834489,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,199,208
200,721,392965,496,225,0.6879334257975035,0.3120665742024965,0.7569829711820003,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,200,208
201,721,392607,262,459,0.3633841886269071,0.6366158113730929,0.7562933425797503,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,201,208
202,721,398266,440,281,0.6102635228848821,0.38973647711511794,0.767194482971182,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,202,208
203,721,394881,403,318,0.5589459084604715,0.44105409153952846,0.7606738326398521,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,203,208
204,721,389220,406,315,0.5631067961165048,0.4368932038834952,0.7497688395746648,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,204,208
205,721,394366,611,110,0.8474341192787794,0.15256588072122057,0.7596817691477885,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,205,208
206,721,392874,284,437,0.39389736477115117,0.6061026352288488,0.7568076745261211,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,206,208
207,721,393566,432,289,0.5991678224687933,0.4008321775312067,0.758140699645554,train,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Train_2016-05-01_2017-06-30_19,207,208
0,721,387370,565,156,0.7836338418862691,0.21636615811373094,0.7462051163507474,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,0,78
1,721,390800,606,115,0.840499306518724,0.15950069348127605,0.7528124518415781,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,1,78
2,721,392527,433,288,0.6005547850208044,0.3994452149791956,0.7561392356295269,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,2,78
3,721,388768,197,524,0.27323162274618584,0.7267683772538142,0.7488981353059023,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,3,78
4,721,392161,332,389,0.4604715672676838,0.5395284327323162,0.7554341963322546,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,4,78
5,721,391782,426,295,0.5908460471567267,0.40915395284327327,0.754704114655571,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,5,78
6,721,388656,90,631,0.12482662968099861,0.8751733703190014,0.7486823855755894,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,6,78
7,721,392568,315,406,0.4368932038834951,0.5631067961165048,0.7562182154415165,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,7,78
8,721,390664,455,266,0.6310679611650486,0.3689320388349514,0.7525504700261981,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,8,78
9,721,387328,519,202,0.7198335644937587,0.2801664355062413,0.7461242102018801,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,9,78
10,721,390486,291,430,0.40360610263522884,0.5963938973647711,0.752207582061951,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,10,78
11,721,387092,232,489,0.3217753120665742,0.6782246879334257,0.745669594698721,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,11,78
12,721,388965,189,532,0.2621359223300971,0.7378640776699029,0.7492776236708275,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,12,78
13,721,390565,446,275,0.6185852981969486,0.38141470180305137,0.7523597626752967,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,13,78
14,721,392930,392,329,0.5436893203883495,0.4563106796116505,0.7569155493912776,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,14,78
15,721,392856,458,263,0.6352288488210819,0.3647711511789181,0.7567730004623209,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,15,78
16,721,391237,223,498,0.3092926490984743,0.6907073509015257,0.7536542610571737,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,16,78
17,721,388667,603,118,0.8363384188626907,0.16366158113730933,0.7487035752812452,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,17,78
18,721,387442,612,109,0.8488210818307905,0.15117891816920948,0.7463438126059485,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,18,78
19,721,390652,435,286,0.6033287101248266,0.3966712898751734,0.7525273539836647,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,19,78
20,721,388771,328,393,0.4549237170596394,0.5450762829403606,0.7489039143165357,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,20,78
21,721,389779,235,486,0.3259361997226075,0.6740638002773924,0.7508456618893512,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,21,78
22,721,390895,385,336,0.5339805825242718,0.46601941747572817,0.7529954538449684,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,22,78
23,721,392521,424,297,0.5880721220527045,0.41192787794729546,0.7561276776082602,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,23,78
24,721,389757,448,273,0.6213592233009708,0.3786407766990292,0.7508032824780397,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,24,78
25,721,390367,521,200,0.7226074895977809,0.27739251040221913,0.7519783479734936,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,25,78
26,721,386961,206,515,0.2857142857142857,0.7142857142857143,0.74541724456773,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,26,78
27,721,387075,366,355,0.507628294036061,0.492371705963939,0.7456368469717984,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,27,78
28,721,390886,303,418,0.420249653259362,0.579750346740638,0.7529781168130683,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,28,78
29,721,389721,331,390,0.4590846047156727,0.5409153952843273,0.7507339343504392,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,29,78
30,721,392404,221,500,0.3065187239944521,0.6934812760055479,0.7559022961935583,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,30,78
31,721,390924,513,208,0.7115117891816921,0.2884882108183079,0.7530513176144245,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,31,78
32,721,388809,441,280,0.6116504854368932,0.38834951456310685,0.7489771151178918,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,32,78
33,721,388635,581,140,0.8058252427184466,0.19417475728155342,0.7486419325011558,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,33,78
34,721,392960,318,403,0.44105409153952846,0.5589459084604715,0.7569733394976114,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,34,78
35,721,388863,67,654,0.09292649098474341,0.9070735090152566,0.7490811373092926,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,35,78
36,721,389742,491,230,0.680998613037448,0.319001386962552,0.7507743874248729,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,36,78
37,721,386968,393,328,0.5450762829403606,0.4549237170596394,0.7454307289258746,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,37,78
38,721,390417,383,338,0.5312066574202496,0.46879334257975036,0.7520746648173833,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,38,78
39,721,390566,418,303,0.579750346740638,0.42024965325936203,0.7523616890121745,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,39,78
40,721,386981,374,347,0.5187239944521498,0.4812760055478502,0.7454557713052858,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,40,78
41,721,389607,286,435,0.39667128987517336,0.6033287101248266,0.7505143319463707,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,41,78
42,721,388616,408,313,0.565880721220527,0.434119278779473,0.7486053321004777,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,42,78
43,721,393158,381,340,0.5284327323162274,0.47156726768377255,0.7573547541994144,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,43,78
44,721,391185,284,437,0.39389736477115117,0.6061026352288488,0.7535540915395285,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,44,78
45,721,389681,494,227,0.6851595006934813,0.3148404993065187,0.7506568808753274,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,45,78
46,721,388658,335,386,0.4646324549237171,0.5353675450762829,0.748686238249345,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,46,78
47,721,388924,301,420,0.4174757281553398,0.5825242718446602,0.749198643858838,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,47,78
48,721,389647,556,165,0.7711511789181692,0.2288488210818308,0.7505913854214825,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,48,78
49,721,391066,446,275,0.6185852981969486,0.38141470180305137,0.753324857451071,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,49,78
50,721,387738,294,427,0.4077669902912621,0.5922330097087378,0.7469140083217753,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,50,78
51,721,391499,478,243,0.6629680998613038,0.3370319001386962,0.7541589613191555,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,51,78
52,721,392262,584,137,0.8099861303744799,0.19001386962552014,0.7556287563569117,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,52,78
53,721,388466,414,307,0.5742024965325936,0.4257975034674064,0.7483163815688088,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,53,78
54,721,389378,356,365,0.49375866851595007,0.5062413314840499,0.7500732008013561,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,54,78
55,721,388862,425,296,0.5894590846047156,0.41054091539528437,0.7490792109724148,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,55,78
56,721,387989,589,132,0.8169209431345353,0.18307905686546466,0.7473975188781014,validation,/home/mbisoffi/tests/TemporalGNNReview/code/data/datasets/graph/NASDAQ_Validation_2017-07-01_2017-12-31_19,56,78
